cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Smooth,Red,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Fibrous,Gray,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,Edible
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Fibrous,White,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Bell,Smooth,Brown,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,Edible
Flat,Smooth,Red,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,White,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,Edible
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Fibrous,Gray,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,s,g,Edible
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Bell,Fibrous,White,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,s,g,Edible
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,m,f,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,y,c,l,Edible
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,v,l,Edible
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,White,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Poisonous
Knobbed,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Knobbed,Scaly,Red,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Fibrous,White,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,Edible
Convex,Smooth,Red,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Red,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Fibrous,Gray,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Flat,Scaly,Red,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,Red,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Scaly,Red,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,Poisonous
Knobbed,Fibrous,White,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,n,g,Edible
Knobbed,Scaly,Brown,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Red,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Scaly,Red,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,Poisonous
Convex,Smooth,Brown,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,Poisonous
Flat,Scaly,Red,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Smooth,Red,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Poisonous
Convex,Smooth,Red,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,Poisonous
Convex,Smooth,Brown,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,Poisonous
Flat,Scaly,Brown,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,Poisonous
Flat,Smooth,Brown,f,y,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,Poisonous
Convex,Scaly,Red,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,Poisonous
Knobbed,Smooth,Red,f,f,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Red,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,Poisonous
Flat,Scaly,Brown,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,Poisonous
